green500_rank,top500_rank,Rmax,total_power,mflops_per_watt,how,Year,name,Total Cores,Computer,Site,Manufacturer,Country,Segment,Accelerator/Co-Processor Cores,Rpeak,Nmax,Nhalf,Architecture,Processor,processor_family,Proc_Frequency,operating_system,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,system_family,Interconnect Family,Interconnect,Region,Continent
128,460,222672,142.8,1559.327731,Derived,2015,bwForCluster MLS&WISO Development,6720,"Dalco H88 Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",University Heidelberg and University Mannheim,DALCO AG Switzerland,Germany,Academic,0,258048,1854720,0,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Dalco H88 Cluster,Dalco Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
129,68,1088510,706,1541.8,Top500,2015,Cartesius 2,38880,"Bullx DLC B710/B720 Blades, Xeon E5-2695 v2 2.4GHz E5-2690v3 2.6GHz, Infiniband FDR",SURFsara,"Bull, Atos Group",Netherlands,Academic,0,1327104,3081600,0,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,bullx SCS,Linux,None,12,Intel Xeon E5 (Haswell),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
130,144,557033,370,1505.49,Top500,2014,SuperMIC,45866,"Dell C8220X Cluster, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR, Intel Xeon Phi 7120P",Louisiana State University,Dell,United States,Academic,39406,925072,1343824,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Redhat Enterprise Linux 6.4,Linux,Intel Xeon Phi 7120P,10,Intel Xeon E5 (IvyBridge),Dell C8220X Cluster,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,North America,Americas
131,454,225129,150,1500.86,Top500,2014,HELIOS,24480,"Bullx B515 cluster, Xeon E5-2450 8C 2.1GHz, Infiniband FDR, Intel Xeon Phi 5110P","International Fusion Energy Research Centre (IFERC), EU(F4E) - Japan Broader Approach collaboration","Bull, Atos Group",Japan,Academic,21600,411984,940800,0,Cluster,Xeon E5-2450 8C 2.1GHz,Intel SandyBridge,2100,bullx SCS,Linux,Intel Xeon Phi 5110P,8,Intel Xeon E5 (SandyBridge),Bullx B515 cluster,Bull Bullx,Infiniband,Infiniband FDR,Eastern Asia,Asia
132,184,473560,316,1498.61,Top500,2015,,30000,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Service,Inspur,China,Industry,0,960000,4381780,0,Cluster,Xeon E5-2650v3 10C 2GHz,Intel Haswell,2000,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
133,94,901506,607.5,1483.960494,Derived,2015,SERC,31104,"Cray XC40, Xeon E5-2680v3 12C 2.5GHz, Aries interconnect ","Supercomputer Education and Research Centre (SERC), Indian Institute of Science",Cray Inc.,India,Academic,0,1244160,3245184,0,MPP,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,South-central Asia,Asia
134,417,243900,165,1478.18,Top500,2015,,6400,"Sugon Cluster TC4600H/W580I, Xeon E5-2660v3 10C 2.6GHz, Infiniband FDR, NVIDIA Tesla K40",Dalian University of Technology,Sugon,China,Academic,960,317824,1367000,0,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K40,10,Intel Xeon E5 (Haswell),Sugon Cluster TC4600H/W580I,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
135,206,442500,300,1475,Top500,2015,,40320,"Sugon TC6000, Xeon E7-4830V2 10C 2.2GHz, 10G Ethernet",Electricity Company,Sugon,China,Industry,0,709632,2548000,0,Cluster,Xeon E7-4830V2 10C 2.2GHz,Intel IvyBridge,2200,Linux,Linux,None,10,Intel Xeon E7 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
136,146,555410,380,1461.61,Top500,2015,,36000,"Inspur TS10000 HPC Server, Xeon E5-2650v3 10C 2GHz, 10G Ethernet",Internet Service,Inspur,China,Industry,0,1152000,4799987,0,Cluster,Xeon E5-2650v3 10C 2GHz,Intel Haswell,2000,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
137,469,217887,150.96,1443.342607,Derived,2014,Justus bwForCluster,7104,"NEC Green Gem Cluster, Xeon E5-2630v3 8C 2.4GHz, Infiniband QDR",Universitaet Ulm,NEC,Germany,Academic,0,272793.6,2271744,327936,Cluster,Xeon E5-2630v3 8C 2.4GHz,Intel Haswell,2400,Redhat Enterprise Linux 7,Linux,None,8,Intel Xeon E5 (Haswell),NEC Green Gem Cluster,NEC Cluster,Infiniband,Infiniband QDR,Western Europe,Europe
138,237,406800,282,1442.55,Top500,2015,Era,81360,"TC4600H/W580I, Xeon E5-2680v3 12C 2.5GHz/ E5-2680v2, FDR, Intel Xeon Phi 5110P/NVIDIA Tesla K20","Computer Network Information Center, Chinese Academy of Science",Sugon,China,Academic,6620,542400,2787000,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,Intel Xeon Phi 5110P,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600H/W580I,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
139,345,289500,201.78,1434.730895,Derived,2014,Lobachevsky,5310,"GPU Blade Cluster, Intel Xeon E5-2660v2 10C 2.2GHz, Infiniband FDR, NVIDIA K20",Lobachevsky State University of Nizhni Novgorod,"Niagara Computers, Supermicro",Russia,Academic,3510,348660,806400,564480,Cluster,Intel Xeon E5-2660v2 10C 2.2GHz,Intel IvyBridge,2200,CentOS,Linux,NVIDIA Tesla K20,10,Intel Xeon E5 (IvyBridge),GPU Blade Cluster,GPU Blade Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
140,100,801400,568.5,1409.67,Top500,2014,Aterui,25440,"Cray XC40, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect ",National Astronomical Observatory of Japan,Cray Inc.,Japan,Academic,0,1058304,3742272,0,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Eastern Asia,Asia
141,182,474070,339.2,1397.612028,Derived,2015,Mesabi,15360,"HP Apollo 6000 Xl230/250 , Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",University of Minnesota/Supercomputing Institute,Hewlett-Packard,United States,Academic,0,614400,1872000,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),HP Apollo 6000 Xl230/250 ,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
142,262,363783,261.84,1389.33,Top500,2015,"Supercomputer System for Statistical Science ""I""",18624,"SGI ICE X, Intel Xeon E5-2697v2/E5-2680v3 12C/12C 2.7GHz/2.5GHz, Infiniband FDR, Intel Xeon Phi 5120D",The Institute of Statistical Mathematics,SGI,Japan,Research,5760,434964.45,1940160,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,SUSE Linux Enterprise Server 11,Linux,Intel Xeon Phi 5120D,12,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Eastern Asia,Asia
143,6,8100900,4232.630103,1377.704082,Derived,2015,Trinity,301056,"Cray XC40, Xeon E5-2698v3 16C 2.3GHz, Aries interconnect ",DOE/NNSA/LANL/SNL,Cray Inc.,United States,Research,0,11078861,8847936,0,MPP,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Cray Linux Environment ,Linux,None,16,Intel Xeon E5 (Haswell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas
144,114,738000,540,1366.67,Top500,2015,Earth System Numerical Simulator,24912,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR","LASG/Institute of Atmospheric Physics, CAS",Sugon,China,Academic,0,996480,4223000,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600E,Sugon Cluster,Infiniband,Infiniband FDR,Eastern Asia,Asia
145,168,506357,373.75,1354.801338,Derived,2014,PORTHOS,16100,"IBM NeXtScale nx360M5, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR",EDF R&D,IBM,France,Industry,0,669760,2088960,0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),IBM NeXtScale nx360M5,IBM NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe
146,336,295500,220,1343.18,Top500,2015,Magic Cube - II,9960,"Sugon Cluster TC4600E, Xeon E5-2680v3 12C 2.5GHz, Infiniband EDR",Shanghai Supercomputer Center,Sugon,China,Research,0,398400,2673000,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Sugon Cluster TC4600E,Sugon Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia
147,397,255017,192,1328.213542,Submission,2014,EOS,12240,"Bullx DLC B710 Blades, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",CALMIP / University of Toulouse,"Bull, Atos Group",France,Academic,0,274176,2018352,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,bullx SCS,Linux,None,10,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
148,135,596010,450,1324.47,Top500,2014,VSC-3,32768,"Oil blade server, Intel Xeon E5-2650v2  8C 2.6GHz, Intel TrueScale Infiniband",Vienna Scientific Cluster,ClusterVision,Austria,Academic,0,681574.4,3174400,0,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Scientific Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Oil blade server,ClusterVision Cluster,Infiniband,Intel TrueScale Infiniband,Western Europe,Europe
149,134,597400,458.12,1304.025146,Derived,2013,Big Red II,31288,"Cray XK7 , Opteron 6276 16C 2.300GHz, Cray Gemini interconnect, NVIDIA K20",Indiana University,Cray Inc.,United States,Academic,8788,1000624,748800,0,MPP,Opteron 6276 16C 2.3GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,NVIDIA Tesla K20,16,"Opteron 6200 Series ""Interlagos""",Cray XK7 ,Cray XK,Custom Interconnect,Cray Gemini interconnect,North America,Americas
150,220,420964.6,329.2017654,1278.743446,Derived,2015,,16096,"Cluster Platform SL230s Gen8, Xeon E5-2667v3 8C 3.2GHz, Gigabit Ethernet",Manufacturing,Hewlett-Packard,"Korea, South",Industry,0,824115,0,0,Cluster,Xeon E5-2667v3 8C 3.2GHz,Intel Haswell,3200,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
151,216,423161,334,1266.95,Top500,2015,?wierk Computing Centre,17960,"Supermicro TwinBlade SBI-7227R/Bull DLC B720, Intel Xeon E5-2680v2/E5-2650 v3  10C 2.8GHz, Infiniband QDR/FDR",National Centre for Nuclear Research,"Format, Bull, Atos Group",Poland,Research,0,490432,2600000,400000,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Scientific Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Supermicro TwinBlade SBI-7227R,Supermicro Cluster,Infiniband,Infiniband QDR,Eastern Europe,Europe
152,199,456800,371.25,1230.43771,Derived,2015,Santos Dumont GPU,10692,"Bullx B710, Intel Xeon E5-2695v2 12C 2.4GHz, Infiniband FDR, Nvidia K40",Laboratório Nacional de Computação Científica,"Bull, Atos Group",Brazil,Academic,5940,657518,1160192,0,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,bullx SCS,Linux,NVIDIA Tesla K40,12,Intel Xeon E5 (IvyBridge),Bullx B710,Bull Bullx,Infiniband,Infiniband FDR,South America,Americas
153,13,4089430,3380,1209.89,Top500,2011,Pleiades,185344,"SGI ICE X, Intel Xeon E5-2670/E5-2680v2/E5-2680v3  2.6/2.8/2.5 GHz, Infiniband FDR",NASA/Ames Research Center/NAS,SGI,United States,Research,0,4970910,5459520,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
154,188,469097,391,1199.736573,Submission,2013,Beaufix,24192,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Meteo France,"Bull, Atos Group",France,Research,0,522547.2,0,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Bullx Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
155,192,464865,395,1176.873418,Submission,2014,Prolix,23760,"Bullx DLC B710 Blades, Intel Xeon E5-2697v2 12C 2.7GHz, Infiniband FDR",Meteo France,"Bull, Atos Group",France,Research,0,513216,1835904,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Bullx Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),Bullx DLC B710 Blades,Bull Bullx,Infiniband,Infiniband FDR,Western Europe,Europe
156,293,336787,293,1149.44,Top500,2015,,20640,"Inspur TS10000 HPC Server, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Service A,Inspur,China,Industry,0,792576,4692121,0,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Inspur TS10000 HPC Server,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
157,10,5168110,4510,1145.92,Top500,2012,Stampede,462462,"PowerEdge C8220, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, Intel Xeon Phi SE10P",Texas Advanced Computing Center/Univ. of Texas,Dell,United States,Academic,366366,8520111.6,3875000,0,Cluster,Xeon E5-2680 8C 2.7GHz,Intel SandyBridge,2700,Linux,Linux,Intel Xeon Phi SE10P,8,Intel Xeon E5 (SandyBridge),PowerEdge C8220,Dell PowerEdge Cluster,Infiniband,Infiniband FDR,North America,Americas
158,81,991525,877.5,1129.94302,Derived,2014,Konrad,44928,"Cray XC40, Intel Xeon E5-2695v2/E5-2680v3 12C 2.4/2.5GHz, Aries interconnect ",HLRN at ZIB/Konrad Zuse-Zentrum Berlin,Cray Inc.,Germany,Academic,0,1425715,3110399,0,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
159,106,767504,684.5,1121.26,Top500,2014,Spruce B,35640,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",AWE,SGI,United Kingdom,Research,0,798336,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe
160,86,958734,855.1,1121.2,Top500,2014,Spruce A,44520,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",AWE,SGI,United Kingdom,Research,0,997248,3175200,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe
161,161,526900,500,1053.8,Top500,2015,,42240,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet",Internet Company,Sugon,China,Industry,0,844800,2608000,0,Cluster,Intel Xeon E5-2450v2 8C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
162,98,829805,787.5,1053.720635,Derived,2014,Gottfried,40320,"Cray XC40, Intel Xeon E5-2695v2 12C 2.4GHz/E5-2680v3 12C 2.5GHz, Aries interconnect ",HLRN at Universitaet Hannover / RRZN,Cray Inc.,Germany,Academic,0,1241395,3001680,0,MPP,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,Cray Linux Environment ,Linux,None,12,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
163,429,238200,226.8,1050.26,Top500,2012,Moonlight,14208,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090",Los Alamos National Laboratory,Cray Inc.,United States,Research,9472,492189,919936,459968,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
164,414,245876,236.8,1038.33,Top500,2013,CASE-2,13440,"SGI ICE X, Intel Xeon E5-2695v2 12C 2.400GHz, Infiniband FDR",T-Systems,SGI,Germany,Industry,0,258048,1885596,0,Cluster,Intel Xeon E5-2695v2 12C 2.4GHz,Intel IvyBridge,2400,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Western Europe,Europe
165,218,421600,407.29,1035.13,Top500,2012,HA-PACS,20800,"Xtreme-X GreenBlade 8204, Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090","Center for Computational Sciences, University of Tsukuba",Cray Inc.,Japan,Academic,16640,778128,1954559,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade 8204,Appro Xtreme-X,Infiniband,Infiniband QDR,Eastern Asia,Asia
166,147,555200,540,1028.15,Top500,2015,,44800,"Sugon TC6000, Intel Xeon E5-2450v2 8C 2.5GHz, 10G Ethernet",Internet Company M,Sugon,China,Industry,0,896000,2686000,0,Cluster,Intel Xeon E5-2450v2 8C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
167,55,1283311.9,1260,1018.5,Submission,2013,,65320,"iDataPlex DX360M4, Intel Xeon E5-2680v2  10C 2.800GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,Lenovo/IBM,Germany,Research,0,1463168,0,0,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Western Europe,Europe
168,136,586137.6,576,1017.6,Derived,2015,,17280,"HP DL380 Cluster, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Web Company (F),Hewlett-Packard,United States,Industry,0,691200,0,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),HP DL380 Cluster,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
169,185,472166,464,1017.599138,Derived,2015,,13920,"HP DL380 Cluster, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Web Company (F),Hewlett-Packard,United States,Industry,0,556800,0,0,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),HP DL380 Cluster,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
170,275,352671,347.27,1015.55,Submission,2013,Athos,18144,"iDataPlex DX360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR14",EDF R&D,IBM,France,Industry,0,391910,2370816,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR14,Western Europe,Europe
171,500,206304,205,1006.36,Top500,2014,ForHLR1,10800,"MEGWARE MiriQuid, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Karlsruher Institut für Technologie (KIT) ,MEGWARE,Germany,Academic,0,216000,1898400,336000,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Redhat Enterprise Linux 6.5,Linux,None,10,Intel Xeon E5 (IvyBridge),MEGWARE MiriQuid,MEGWARE Cluster,Infiniband,Infiniband FDR,Western Europe,Europe
172,33,2098090,2118,990.6,Top500,2013,Pangea,110400,"SGI ICE X, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Total Exploration Production,SGI,France,Industry,0,2296320,3862528,0,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,SUSE Linux Enterprise Server 11,Linux,None,8,Intel Xeon E5 (SandyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Western Europe,Europe
173,413,246600,250,986.4,Top500,2015,,43200,"Sugon TC5000, Opteron 6344 12C 2.6GHz, Gigabit Ethernet",China Mobile,Sugon,China,Industry,0,449280,2154000,0,Cluster,Opteron 6344 12C 2.6GHz,AMD x86_64,2600,Linux,Linux,None,12,"Opteron 6300 Series ""Abu Dhabi""",Sugon TC5000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
174,347,288200,294,980.27,Top500,2012,RSC Tornado SUSU,28032,"RSC Tornado, Xeon X5680 6C 3.330GHz, Infiniband QDR, Intel Xeon Phi SE10X",South Ural State University,RSC Group,Russia,Academic,23424,473640.96,980992,0,Cluster,Xeon X5680 6C 3.33GHz,Intel Nehalem,3330,CentOS,Linux,Intel Xeon Phi SE10X,6,Xeon 5600-series (Westmere-EP),RSC Tornado,RSC Cluster,Infiniband,Infiniband QDR,Eastern Europe,Europe
175,439,233565,240,973.1875,Derived,2015,BURA,6912,"bullx DLC 720, Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",University of Rijeka,"Bull, Atos Group",Croatia,Academic,0,287539,1362048,0,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Redhat Enterprise Linux 6.4,Linux,None,12,Intel Xeon E5 (Haswell),bullx DLC 720,Bull Bullx,Infiniband,Infiniband FDR,Southern Europe,Europe
176,342,290800,300,969.33,Top500,2014,,25600,"Sugon TC6000, Intel Xeon E5-2650v2  8C 2.6GHz, Gigabit Ethernet",Government,Sugon,China,Government,0,532480,2345000,0,Cluster,Intel Xeon E5-2650v2  8C 2.6GHz,Intel IvyBridge,2600,Linux,Linux,None,8,Intel Xeon E5 (IvyBridge),Sugon TC6000,Sugon Cluster,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
177,245,390568,413.625,944.2562708,Derived,2014,,17648,"Cray XC40, Intel Xeon E5-2670v2  10C 2.5GHz/E5-2680v3 12C 2.5Ghz, Aries interconnect ",Deutscher Wetterdienst,Cray Inc.,Germany,Research,0,560320,2004479,0,MPP,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Cray Linux Environment ,Linux,None,10,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
178,246,390568,413.625,944.2562708,Derived,2013,,17648,"Cray XC40, Intel Xeon E5-2670v2  10C 2.5GHz/E5-2680v3 12C 2.5Ghz, Aries interconnect ",Deutscher Wetterdienst,Cray Inc.,Germany,Research,0,560320,2004479,0,MPP,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Cray Linux Environment ,Linux,None,10,Intel Xeon E5 (IvyBridge),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
179,294,335736,356.82,940.91,Submission,2014,Ada,16820,"IBM NeXtScale nx360M4, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Texas A&M University,IBM/Lenovo,United States,Academic,0,336400,2257408,0,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,North America,Americas
180,283,344317,369.9,930.84,Top500,2013,,17980,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.5GHz, Infiniband FDR",Indian Institute of Technology - Kanpur,Hewlett-Packard,India,Academic,0,359600,3486976,0,Cluster,Intel Xeon E5-2670v2  10C 2.5GHz,Intel IvyBridge,2500,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,South-central Asia,Asia
181,35,1849000,1988.5632,929.8170659,Derived,2014,Lomonosov 2,37120,"T-Platform A-Class Cluster, Xeon E5-2697v3 14C 2.6GHz, Infiniband FDR, Nvidia K40m",Moscow State University - Research Computing Center,T-Platforms,Russia,Academic,19200,2575872,2293760,0,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,NVIDIA Tesla K40m,14,Intel Xeon E5 (Haswell),T-Platform A-Class Cluster,T-Platforms Cluster,Infiniband,Infiniband FDR,Eastern Europe,Europe
182,459,222739.58,239.6,929.63,Submission,2014,Blue Wonder,11520,"IBM NeXtScale nx360M4, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,Research,0,248832,0,0,Cluster,Intel Xeon E5-2697v2 12C 2.7GHz,Intel IvyBridge,2700,Linux,Linux,None,12,Intel Xeon E5 (IvyBridge),IBM NeXtScale nx360M4,IBM NeXtScale,Infiniband,Infiniband FDR,Northern Europe,Europe
183,173,496500,540,919.44,Submission,2011,Mole-8.5,29440,"Mole-8.5 Cluster, Xeon X5520 4C 2.27 GHz, Infiniband QDR, NVIDIA 2050","Institute of Process Engineering, Chinese Academy of Sciences","IPE, Nvidia, Tyan",China,Academic,26880,1012650,768000,0,Cluster,Xeon X5520 4C 2.27GHz,Intel Nehalem,2267,Linux,Linux,NVIDIA 2050,4,Xeon 5500-series (Nehalem-EP),Mole-8.5 Cluster,Mole-8.5 Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
