"","exascalar","green500rank","top500rank","rmax","power","mflopswatt","computer"
"213",160,201,232,184809,445.2,415.1145553,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"214",160,202,233,184809,445.2,415.1145553,"Cray CS300-AC, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"215",161,186,281,160100,342.3,467.7183757,"Cray XE6m-200, Opteron 6276 16C 2.300GHz, Cray Gemini interconnect"
"216",162,314,108,317900,1369.55,232.1200394,"Fujitsu PRIMERGY CX400, Intel Xeon E5-2697v2 12C 2.700GHz, Infiniband FDR, Xeon Phi 3120p"
"217",163,207,214,190900,504,378.7698413,"Blue Gene/P Solution"
"218",164,346,85,371738.3,1917.6,193.8560179,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"219",165,205,243,177100,442,400.678733,"Acer AR585 F1 Cluster, Opteron 12C 2.2GHz, QDR infiniband"
"220",166,266,132,279738,1108.8,252.288961,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"221",167,262,135,276419.3,1094.4,252.5761148,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"222",168,278,130,282600,1152,245.3125,"Cluster Platform SL230s Gen8, Intel Xeon E5-2670v2  10C 2.500GHz, Infiniband FDR"
"223",169,182,398,131900,252.7,521.9628017,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR"
"224",170,261,146,263165,1037.25,253.714148,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"225",170,260,147,263060.4,1036.8,253.7233796,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"226",170,239,154,251780,949.05,265.2968758,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"227",171,259,148,261631,1030,254.0106796,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband"
"228",172,415,62,499226.1,3780,132.0703968,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.800GHz, Gigabit Ethernet"
"229",173,198,330,145600,339.15,429.3085655,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 2.93 GHz, Infiniband QDR"
"230",174,193,395,132314.81,288.94,457.9317851,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect"
"231",175,337,126,289735,1401.6,206.7173231,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"232",176,331,137,274800,1275,215.5294118,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition"
"233",177,287,157,250619,1064.4,235.4556558,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"234",177,288,158,250619,1064.4,235.4556558,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"235",178,373,110,316400,1711.6,184.8562748,"Cray XE6 12-core 2.1 GHz"
"236",178,374,111,316400,1711.6,184.8562748,"Cray XE6 12-core 2.1 GHz"
"237",179,338,131,281797,1363.2,206.7172829,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"238",180,339,133,277828,1344,206.7172619,"Cluster Platform SL250s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"239",181,236,196,209735,780.3,268.7876458,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"240",182,219,257,168800,510,330.9803922,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband"
"241",183,325,155,251700,1140.956399,220.6043983,"Cray XE6, Opteron 16C 2.50GHz, Cray Gemini interconnect"
"242",184,363,119,296000,1592.483826,185.8731594,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect"
"243",184,286,172,234232,994.8,235.4563731,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"244",184,204,375,136300,337,404.4510386,"iDataPlex DX360M3, Xeon 2.66, Infiniband"
"245",185,215,303,152900,430,355.5813953,"Megware Saxonid 6100, Opteron 8C 2.2 GHz, Infiniband QDR"
"246",186,418,75,419387,3244.8,129.2489522,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet, NVIDIA 2075"
"247",187,218,271,162098,489.75,330.9811128,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR"
"248",188,321,169,237800,1064,223.4962406,"SGI ICE 8200EX, Xeon E5450 4C 3.000GHz, Infiniband"
"249",189,444,66,461793,4032,114.531994,"Cluster Platform SL390s G7, Xeon X5650 6C 2.660GHz, Gigabit Ethernet, NVIDIA 2090"
"250",190,257,202,197801,763.2,259.173218,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"251",191,387,122,295500,1726.32,171.173363,"Cray XE6 12-core 2.2 GHz"
"252",192,256,206,192522,741.6,259.6035599,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"253",192,255,207,192302,740.7,259.6219792,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"254",193,250,224,188725,720,262.1180556,"Clustervision CV-AIRE5, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"255",194,375,144,266942,1454.4,183.5409791,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet"
"256",194,333,173,232694,1104,210.7735507,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"257",194,334,174,232694,1104,210.7735507,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"258",195,383,136,274800,1549,177.4047773,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation"
"259",196,254,229,186782,718.2,260.0696185,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"260",197,252,230,186118,715.5,260.1229909,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"261",198,263,213,190947,756,252.5753968,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"262",199,234,248,176110,655.2,268.7881563,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"263",199,235,249,176110,655.2,268.7881563,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"264",200,213,403,131200,364.8,359.6491228,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband"
"265",201,445,78,413500,3628.8,113.949515,"SGI Rackable C2112-4RP3, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"266",202,222,315,149185,475.2,313.9414983,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"267",203,206,493,119300,312.8,381.3938619,"Dell C6145 Cluster, Opteron 6378 16C 2.400GHz, Infiniband"
"268",204,435,86,364462.6,2942.1,123.8783862,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"269",204,208,492,119310,315,378.7619048,"Blue Gene/P Solution"
"270",205,251,252,172448,660.15,261.2254791,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"271",206,316,211,191400,831,230.3249097,"BX900 Xeon X5570 2.93GHz , Infiniband QDR"
"272",207,217,393,132558,400.5,330.9812734,"iDataPlex DX360M3, Xeon X5670 6C 2.93 GHz, Infiniband QDR"
"273",208,253,259,168091,646.2,260.1222532,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"274",209,469,71,433500,4343.73,99.79902066,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband"
"275",210,231,285,157961,578.7,272.9583549,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"276",211,417,104,322900,2456.4,131.4525322,"SGI ICE 8400EX, Xeon X5690 6C 3.470GHz, Infiniband QDR"
"277",212,498,36,905370,19431.3,46.59338284,"HA8000-tc HT210/PRIMERGY CX400 Cluster, Xeon E5-2680 8C 2.700GHz, Infiniband FDR, NVIDIA K20/K20x, Xeon Phi 5110P"
"278",212,249,276,160907.1,613.8,262.1490714,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"279",212,232,295,155527,573.3,271.2837956,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"280",213,216,476,121600,354.6,342.9216018,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom"
"281",214,352,186,217890,1152,189.140625,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"282",214,330,215,189651,872.1,217.4647403,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"283",214,247,291,156853,597.6,262.4715529,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"284",214,224,387,133509,432,309.0486111,"SGI ICE X, Intel Xeon E5-2690v2 10C 3.000GHz, Infiniband FDR"
"285",215,329,223,188738,867.6,217.5403412,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"286",216,386,170,237200,1380.07173,171.8751242,"Cray XE6, Opteron 12 Core 2.10 GHz, Custom"
"287",217,269,278,160816,639.225,251.5796472,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"288",218,279,263,166700,688.94,241.9659187,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR"
"289",219,410,118,298713.4,2227.2,134.1205999,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"290",220,427,113,311558.6,2445.3,127.411197,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"291",221,425,114,310171.2,2432.7,127.5008016,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"292",221,225,435,127937.65,414.35,308.7671051,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"293",222,282,267,163900,690,237.5362319,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"294",223,243,320,147806.8,561.6,263.1887464,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"295",224,424,116,302600.1,2364.3,127.9871844,"Cluster Platform DL380p Gen8 , Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"296",224,221,468,123335.7,392.4,314.3111621,"Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"297",225,354,198,202456,1070.4,189.1405082,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"298",225,315,265,165708.2,717.525,230.9441483,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet"
"299",225,297,270,162288.77,689.4,235.4058167,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"300",226,281,279,160300,673.92,237.8620608,"Itautec Cluster, Xeon E5-2643 4C 3.300GHz, Infiniband FDR, NVIDIA 2075"
"301",227,392,153,251800,1670.78,150.7080525,"Dell PowerEdge M610 Cluster, Xeon 5680 3.3Ghz, Infiniband QDR"
"302",228,276,309,151300,604.8,250.1653439,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR"
"303",229,248,338,143624,547.2,262.4707602,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"304",229,238,350,141894.9,533.7,265.8701518,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"305",229,233,367,139027,512.48,271.2827818,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"306",230,227,444,126399.82,425.22,297.2574667,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR"
"307",231,421,125,289800,2250,128.8,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"308",232,405,145,266942,1910.1,139.7528925,"Cluster Platform SL390/BL2x220, Xeon X5650 6C 2.660GHz, Infiniband QDR, NVIDIA 2090"
"309",233,258,346,143219,552.6,259.1730004,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"310",233,241,355,140874.3,534.6,263.513468,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"311",234,419,128,286239.7,2218.5,129.0239802,"Cluster Platform DL360p Gen8, Xeon E5-2640 6C 2.500GHz, Gigabit Ethernet"
"312",235,443,109,317781.9,2759.4,115.1634051,"Cluster Platform DL360p Gen8, Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"313",235,280,306,152347.9,633.6,240.4480745,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR"
"314",235,242,366,139214,528.3,263.5131554,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"315",236,319,272,161800,719,225.0347705,"SGI ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband"
"316",236,230,394,132397,481.5,274.9678089,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"317",237,344,236,182484,927,196.8543689,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet"
"318",237,298,302,152912.09,649.57,235.4050988,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"319",238,299,308,152010.48,645.74,235.4050856,"xSeries x3650M4 Cluster, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet"
"320",239,327,269,162344,738.9,219.7103803,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"321",239,240,380,135055,511.2,264.192097,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"322",240,229,428,128816,468,275.2478632,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, 10G Ethernet"
"323",241,289,321,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"324",241,290,322,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"325",241,291,323,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"326",241,292,324,147682.78,627.35,235.4073165,"xSeries x3550M3 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"327",242,362,234,183379,975,188.0810256,"Dell PowerEdge C6220, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"328",243,294,333,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"329",243,295,334,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"330",243,296,335,145248,617.01,235.4062333,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"331",244,312,337,144323,614.4,234.9007161,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband FDR"
"332",244,245,426,129250,492.3,262.5431647,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"333",244,246,427,129250,492.3,262.5431647,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"334",245,303,339,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"335",245,304,340,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"336",245,305,341,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"337",245,306,342,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"338",245,307,343,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"339",245,308,344,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"340",245,309,345,143265,608.59,235.4047881,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"341",245,237,460,125500,467.9,268.2197051,"Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect"
"342",246,391,185,219838,1449.12,151.7044827,"Bullx B500 Cluster, Xeon X56xx 3.06Ghz, QDR Infiniband"
"343",247,285,352,141281.39,600,235.4689833,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"344",248,336,280,160200,774,206.9767442,"SGI ICE 8200 Enh. LX, Xeon X5560 2.8Ghz"
"345",249,326,313,149900,680.06,220.4217275,"PowerEdge 1950/SunFire X2200/IBM dx340/dx360/HP SL160/DL165, Xeon/Opteron 2.3-2.67GHz, Myrinet 10G"
"346",250,272,405,130928,520.425,251.5789979,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"347",250,264,410,130480,516.6,252.5745257,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"348",250,265,411,130480,516.6,252.5745257,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"349",251,409,161,243900,1814.4,134.4246032,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband"
"350",251,361,250,173960,922.05,188.6665582,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"351",251,244,463,124997,476.1,262.5435833,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"352",252,380,237,180600,1000,180.6,"Dawning 5000A, QC Opteron 1.9 Ghz, Infiniband, Windows HPC 2008"
"353",253,355,255,170698,903.6,188.9088092,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"354",253,356,256,170698,903.6,188.9088092,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"355",253,300,370,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"356",253,301,371,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"357",253,302,372,137314,583.31,235.4048448,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"358",254,476,72,426750.8,5674.8,75.20102911,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"359",255,293,377,135601.28,576.03,235.4066281,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"360",256,268,442,126500,502.25,251.8666003,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband"
"361",257,393,188,214200,1442.64,148.4777907,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect"
"362",258,310,383,134248.88,570.29,235.4045836,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"363",259,273,456,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"364",259,274,457,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"365",259,275,458,125737,502.58,250.1830554,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband"
"366",260,271,465,124475,494.775,251.5790006,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"367",261,324,362,139953,631.8,221.5147198,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"368",262,441,149,259298.7,2179.8,118.9552711,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"369",263,270,473,121928,484.65,251.5794904,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2640 6C 2.500GHz, 10G Ethernet"
"370",264,357,273,161517,855,188.9087719,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"371",265,320,379,135374,604.8,223.832672,"Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090"
"372",266,323,381,134438,605.7,221.9547631,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"373",267,384,258,168600,956.07,176.3469202,"BladeCenter HS22 Cluster (WM), Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"374",268,283,461,125413,532,235.7387218,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"375",268,284,462,125413,532,235.7387218,"xSeries x3650M4 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"376",269,311,464,124962,530.84,235.4042649,"BladeCenter HS23 Cluster, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"377",270,440,160,244182.9,2036.7,119.891442,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"378",271,358,296,154716,819,188.9084249,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"379",271,359,297,154716,819,188.9084249,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"380",272,470,124,291792.5,2944.8,99.08737435,"Cluster Platform DL360p Gen8, Xeon E5-2620 6C 2.000GHz, Gigabit Ethernet"
"381",273,313,477,121543,520.425,233.5456598,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2630 6C 2.300GHz, 10G Ethernet"
"382",274,439,171,234248,1944,120.4979424,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"383",275,322,453,126218,567,222.6067019,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, 10G Ethernet"
"384",276,328,441,126967,578.7,219.4003802,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Infiniband QDR"
"385",277,343,357,140533,710.4,197.8223536,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"386",278,438,178,227236,1879.2,120.9216688,"Cluster Platform DL160 Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"387",278,360,329,145875,772.2,188.9083139,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"388",279,404,205,194669.8,1387.2,140.3329008,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"389",280,472,123,293868.3,3168,92.76145833,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090"
"390",281,364,331,145316,782,185.826087,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"391",281,365,332,145316,782,185.826087,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"392",282,477,90,354467,4713.6,75.20090801,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"393",282,366,347,143152,770.5,185.7910448,"xSeries x3550M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet"
"394",283,340,396,132051,657,200.9908676,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"395",284,478,92,352030,4681.2,75.20080321,"Cluster Platform DL360e Gen8, Xeon E5-2450L 8C 1.800GHz, Gigabit Ethernet"
"396",285,454,163,242863,2244,108.2277184,"Cluster Platform DL360e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
"397",286,468,150,257879,2544,101.3675314,"Cluster Platform DL380p Gen8 , Xeon E5-2650 8C 2.000GHz, Gigabit Ethernet"
"398",287,376,348,142912.8,786,181.8229008,"Cluster Platform 3000 BL460c Gen8, Intel Xeon E5-2658v2 10C 2.400GHz, 10G Ethernet"
"399",288,403,235,182746,1296,141.007716,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"400",289,390,277,160882.8,1014.3,158.6146111,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2660 8C 2.200GHz, Gigabit Ethernet"
"401",290,389,307,152200,912.8,166.739702,"PowerEdge C6100 Cluster, Xeon X5660 2.8 Ghz, Infiniband"
"402",291,437,197,207271.6,1697.4,122.1112289,"Cluster Platform DL380p Gen8 , Xeon E5-2630 6C 2.300GHz, Gigabit Ethernet"
"403",291,332,490,119589,565.2,211.5870488,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"404",292,345,436,127937.65,652.74,196.0009345,"iDataPlex DX360M3, Xeon E5645 6C 2.400GHz, Gigabit Ethernet"
"405",293,401,245,176420,1248,141.3621795,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"406",293,402,246,176420,1248,141.3621795,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Gigabit Ethernet"
"407",293,347,418,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"408",293,348,419,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"409",293,349,420,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"410",293,350,421,129872,676.8,191.891253,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet"
"411",294,353,408,130734,691.2,189.140625,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet"
"412",295,448,182,224670,2054.4,109.3603972,"Cluster Platform DL380e Gen8, Xeon E5-2450 8C 2.100GHz, Gigabit Ethernet"
